name;cores;cpumark;thread;tdp;socket;cat;cannonname
Intel Celeron 3965U @ 2.20GHz;2;1753;1338;15;FCBGA1356;Laptop;Intel Celeron 3965U @ 2.20GHz
Intel Celeron 3965Y @ 1.50GHz;2;1201;888;6;FCBGA1515;Laptop;Intel Celeron 3965Y @ 1.50GHz
Intel Celeron 420 @ 1.60GHz;1;231;464;35;LGA775;Desktop;Intel Celeron 420 @ 1.60GHz
Intel Celeron 4205U @ 1.80GHz;2;1350;1031;15;FCBGA1528;Laptop;Intel Celeron 4205U @ 1.80GHz
Intel Celeron 430 @ 1.80GHz;1;305;645;35;LGA775;Desktop;Intel Celeron 430 @ 1.80GHz
Intel Celeron 4305U @ 2.20GHz;2;1562;1309;15;FCBGA1528;Mobile/Embedded;Intel Celeron 4305U @ 2.20GHz
Intel Celeron 4305UE @ 2.00GHz;2;1699;1163;15;FCBGA1528;Laptop, Mobile/Embedded;Intel Celeron 4305UE @ 2.00GHz
Intel Celeron 440 @ 2.00GHz;1;368;444;35;LGA775;Desktop;Intel Celeron 440 @ 2.00GHz
Intel Celeron 450 @ 2.20GHz;1;433;763;35;LGA775;Desktop;Intel Celeron 450 @ 2.20GHz
Intel Celeron 5205U @ 1.90GHz;2;1433;1085;15;FCBGA1528;Laptop;Intel Celeron 5205U @ 1.90GHz
Intel Celeron 530 @ 1.73GHz;1;268;468;27;PGA478;Laptop;Intel Celeron 530 @ 1.73GHz
Intel Celeron 5305U @ 2.30GHz;2;1307;1248;15;FCBGA1528;Laptop;Intel Celeron 5305U @ 2.30GHz
Intel Celeron 540 @ 1.86GHz;1;305;550;30;PGA478;Laptop;Intel Celeron 540 @ 1.86GHz
Intel Celeron 550 @ 2.00GHz;1;334;662;31;BGA479;Laptop;Intel Celeron 550 @ 2.00GHz
Intel Celeron 560 @ 2.13GHz;1;339;632;31;PGA478;Laptop;Intel Celeron 560 @ 2.13GHz
Intel Celeron 570 @ 2.26GHz;1;344;431;31;PGA478;Laptop;Intel Celeron 570 @ 2.26GHz
Intel Celeron 6305 @ 1.80GHz;2;2070;1189;NA;FCBGA1449;Laptop;Intel Celeron 6305 @ 1.80GHz
Intel Celeron 6305E @ 1.80GHz;2;2021;1172;15;FCBGA1449;Mobile/Embedded;Intel Celeron 6305E @ 1.80GHz
Intel Celeron 6600HE @ 2.60GHz;2;3286;1764;35;FCBGA1787;Mobile/Embedded;Intel Celeron 6600HE @ 2.60GHz
Intel Celeron 723 @ 1.20GHz;1;213;460;10;BGA956;Laptop;Intel Celeron 723 @ 1.20GHz
Intel Celeron 7305;5;2509;824;15;FCBGA1744;Laptop;Intel Celeron 7305
Intel Celeron 7305E;5;2451;789;15;FCBGA1744;Mobile/Embedded;Intel Celeron 7305E
Intel Celeron 743 @ 1.30GHz;1;275;496;10;BGA956;Laptop;Intel Celeron 743 @ 1.30GHz
Intel Celeron 807 @ 1.50GHz;1;392;608;17;BGA-1023;Laptop;Intel Celeron 807 @ 1.50GHz
Intel Celeron 807UE @ 1.00GHz;1;241;421;10;BGA-1023;Laptop;Intel Celeron 807UE @ 1.00GHz
Intel Celeron 827E @ 1.40GHz;1;371;674;17;FCBGA1023;Laptop;Intel Celeron 827E @ 1.40GHz
Intel Celeron 847 @ 1.10GHz;2;506;487;17;BGA1023;Laptop;Intel Celeron 847 @ 1.10GHz
Intel Celeron 847E @ 1.10GHz;2;584;520;17;FCBGA1023;Laptop;Intel Celeron 847E @ 1.10GHz
Intel Celeron 857 @ 1.20GHz;2;569;476;17;BGA1023;Laptop;Intel Celeron 857 @ 1.20GHz
Intel Celeron 867 @ 1.30GHz;2;588;591;17;BGA1023;Laptop;Intel Celeron 867 @ 1.30GHz
Intel Celeron 877 @ 1.40GHz;2;700;648;17;BGA1023;Laptop;Intel Celeron 877 @ 1.40GHz
Intel Celeron 887 @ 1.50GHz;2;764;700;17;BGA1023;Laptop;Intel Celeron 887 @ 1.50GHz
Intel Celeron 900 @ 2.20GHz;1;409;829;34.8;PGA478;Laptop;Intel Celeron 900 @ 2.20GHz
Intel Celeron 925 @ 2.30GHz;1;450;859;35;Unknown;Laptop;Intel Celeron 925 @ 2.30GHz
Intel Celeron @ 1.30GHz;1;572;610;NA;Unknown;Unknown;Intel Celeron @ 1.30GHz
Intel Celeron B710 @ 1.60GHz;1;106;101;35;rPGA988B;Laptop;Intel Celeron B710 @ 1.60GHz
Intel Celeron B800 @ 1.50GHz;2;686;648;35;PGA988B;Laptop;Intel Celeron B800 @ 1.50GHz
Intel Celeron B810 @ 1.60GHz;2;775;754;35;PGA988B;Laptop;Intel Celeron B810 @ 1.60GHz
Intel Celeron B815 @ 1.60GHz;2;753;707;35;PGA988B;Laptop;Intel Celeron B815 @ 1.60GHz
Intel Celeron B820 @ 1.70GHz;2;815;753;35;PGA988B;Laptop;Intel Celeron B820 @ 1.70GHz
Intel Celeron B830 @ 1.80GHz;2;873;822;35;rPGA988B;Laptop;Intel Celeron B830 @ 1.80GHz
Intel Celeron B840 @ 1.90GHz;2;975;886;35;PGA988B;Laptop;Intel Celeron B840 @ 1.90GHz
Intel Celeron D 347 @ 3.06GHz;1;232;565;86;PLGA775;Desktop;Intel Celeron D 347 @ 3.06GHz
Intel Celeron D 352 @ 3.20GHz;1;274;576;86;PLGA775;Desktop;Intel Celeron D 352 @ 3.20GHz
Intel Celeron D 356 @ 3.33GHz;1;251;619;86;PLGA775;Desktop;Intel Celeron D 356 @ 3.33GHz
Intel Celeron D 360 @ 3.46GHz;1;372;712;65;PLGA775;Desktop;Intel Celeron D 360 @ 3.46GHz
Intel Celeron D 420 @ 1.60GHz;1;313;388;35;LGA775;Desktop;Intel Celeron D 420 @ 1.60GHz
Intel Celeron E1200 @ 1.60GHz;2;516;580;65;LGA775;Desktop;Intel Celeron E1200 @ 1.60GHz
Intel Celeron E1400 @ 2.00GHz;2;735;758;65;LGA775;Desktop;Intel Celeron E1400 @ 2.00GHz
Intel Celeron E1500 @ 2.20GHz;2;626;764;65;LGA775;Desktop;Intel Celeron E1500 @ 2.20GHz
Intel Celeron E1600 @ 2.40GHz;2;840;916;65;LGA775;Desktop;Intel Celeron E1600 @ 2.40GHz
Intel Celeron E3200 @ 2.40GHz;2;900;981;65;LGA775;Desktop;Intel Celeron E3200 @ 2.40GHz
Intel Celeron E3300 @ 2.50GHz;2;846;931;65;LGA775;Desktop;Intel Celeron E3300 @ 2.50GHz
Intel Celeron E3400 @ 2.60GHz;2;898;1016;65;LGA775;Desktop;Intel Celeron E3400 @ 2.60GHz
Intel Celeron E3500 @ 2.70GHz;2;935;1154;65;LGA775;Desktop;Intel Celeron E3500 @ 2.70GHz
Intel Celeron G1101 @ 2.27GHz;2;1086;929;73;FCLGA1156;Desktop;Intel Celeron G1101 @ 2.27GHz
Intel Celeron G1610 @ 2.60GHz;2;1554;1392;55;FCLGA1155;Desktop;Intel Celeron G1610 @ 2.60GHz
Intel Celeron G1610T @ 2.30GHz;2;1333;1209;35;LGA1155;Desktop;Intel Celeron G1610T @ 2.30GHz
Intel Celeron G1620 @ 2.70GHz;2;1583;1458;55;FCLGA1155;Desktop;Intel Celeron G1620 @ 2.70GHz
Intel Celeron G1620T @ 2.40GHz;2;1532;1327;35;LGA1155;Desktop;Intel Celeron G1620T @ 2.40GHz
Intel Celeron G1630 @ 2.80GHz;2;1707;1553;55;FCLGA1155;Desktop;Intel Celeron G1630 @ 2.80GHz
Intel Celeron G1820 @ 2.70GHz;2;1719;1528;53;FCLGA1150;Desktop;Intel Celeron G1820 @ 2.70GHz
Intel Celeron G1820T @ 2.40GHz;2;1599;1393;35;LGA1150;Desktop;Intel Celeron G1820T @ 2.40GHz
Intel Celeron G1820TE @ 2.20GHz;2;1020;978;35;LGA1150;Desktop;Intel Celeron G1820TE @ 2.20GHz
Intel Celeron G1830 @ 2.80GHz;2;1560;1513;53;LGA1150;Desktop;Intel Celeron G1830 @ 2.80GHz
Intel Celeron G1840 @ 2.80GHz;2;1781;1580;53;FCLGA1150;Desktop;Intel Celeron G1840 @ 2.80GHz
Intel Celeron G1840T @ 2.50GHz;2;1576;1431;35;LGA1150;Desktop;Intel Celeron G1840T @ 2.50GHz
Intel Celeron G1850 @ 2.90GHz;2;1907;1611;54;FCLGA1150;Desktop;Intel Celeron G1850 @ 2.90GHz
Intel Celeron G3900 @ 2.80GHz;2;2152;1679;51;FCLGA1151;Desktop;Intel Celeron G3900 @ 2.80GHz
Intel Celeron G3900E @ 2.40GHz;2;2034;1499;35;FCBGA1440;Laptop;Intel Celeron G3900E @ 2.40GHz
Intel Celeron G3900T @ 2.60GHz;2;1910;1503;35;Unknown;Desktop;Intel Celeron G3900T @ 2.60GHz
Intel Celeron G3900TE @ 2.30GHz;2;1850;1402;35;FCLGA1151;Laptop;Intel Celeron G3900TE @ 2.30GHz
Intel Celeron G3920 @ 2.90GHz;2;2358;1781;51;FCLGA1151;Desktop;Intel Celeron G3920 @ 2.90GHz
Intel Celeron G3930 @ 2.90GHz;2;2257;1769;51;FCLGA1151;Desktop;Intel Celeron G3930 @ 2.90GHz
Intel Celeron G3930T @ 2.70GHz;2;2023;1655;35;FCLGA1151;Desktop;Intel Celeron G3930T @ 2.70GHz
Intel Celeron G3930TE @ 2.70GHz;2;2218;1706;35;FCLGA1151;Desktop;Intel Celeron G3930TE @ 2.70GHz
Intel Celeron G3950 @ 3.00GHz;2;2336;1842;51;FCLGA1151;Desktop;Intel Celeron G3950 @ 3.00GHz
Intel Celeron G440 @ 1.60GHz;1;420;747;35;LGA1155;Desktop;Intel Celeron G440 @ 1.60GHz
Intel Celeron G460 @ 1.80GHz;1;490;723;35;LGA1155;Desktop;Intel Celeron G460 @ 1.80GHz
Intel Celeron G465 @ 1.90GHz;1;559;844;35;LGA1155;Desktop;Intel Celeron G465 @ 1.90GHz
Intel Celeron G470 @ 2.00GHz;1;577;819;35;LGA1155;Desktop;Intel Celeron G470 @ 2.00GHz
Intel Celeron G4900 @ 3.10GHz;2;2370;1836;54;FCLGA1151-2;Desktop;Intel Celeron G4900 @ 3.10GHz
Intel Celeron G4900T @ 2.90GHz;2;2236;1749;35;FCLGA1151-2;Desktop;Intel Celeron G4900T @ 2.90GHz
Intel Celeron G4920 @ 3.20GHz;2;2555;1968;54;FCLGA1151-2;Desktop;Intel Celeron G4920 @ 3.20GHz
Intel Celeron G4930 @ 3.20GHz;2;2547;1940;54;FCLGA1151-2;Desktop;Intel Celeron G4930 @ 3.20GHz
Intel Celeron G4930T @ 3.00GHz;2;2287;1773;35;FCLGA1151;Desktop;Intel Celeron G4930T @ 3.00GHz
Intel Celeron G4950 @ 3.30GHz;2;2714;2041;54;FCLGA1151;Desktop;Intel Celeron G4950 @ 3.30GHz
Intel Celeron G530 @ 2.40GHz;2;1148;1107;65;LGA1155;Desktop;Intel Celeron G530 @ 2.40GHz
Intel Celeron G530T @ 2.00GHz;2;1056;962;35;LGA1155;Desktop;Intel Celeron G530T @ 2.00GHz
Intel Celeron G540 @ 2.50GHz;2;1169;1145;65;LGA1155;Desktop;Intel Celeron G540 @ 2.50GHz
Intel Celeron G540T @ 2.10GHz;2;1137;995;35;LGA1155;Desktop;Intel Celeron G540T @ 2.10GHz
Intel Celeron G550 @ 2.60GHz;2;1275;1213;65;LGA1155;Desktop;Intel Celeron G550 @ 2.60GHz
Intel Celeron G550T @ 2.20GHz;2;1074;1018;35;LGA1155;Desktop;Intel Celeron G550T @ 2.20GHz
Intel Celeron G555 @ 2.70GHz;2;1427;1295;65;LGA1155;Desktop;Intel Celeron G555 @ 2.70GHz
Intel Celeron G5900 @ 3.40GHz;2;2682;2118;58;FCLGA1200;Desktop;Intel Celeron G5900 @ 3.40GHz
Intel Celeron G5900E @ 3.20GHz;2;1809;1896;58;LGA 1200;Mobile/Embedded;Intel Celeron G5900E @ 3.20GHz
Intel Celeron G5900T @ 3.20GHz;2;2192;1713;35;FCLGA1200;Desktop;Intel Celeron G5900T @ 3.20GHz
Intel Celeron G5905 @ 3.50GHz;2;2753;2154;58;FCLGA1200;Desktop;Intel Celeron G5905 @ 3.50GHz
Intel Celeron G5905T @ 3.30GHz;2;2304;1854;35;FCLGA1200;Desktop;Intel Celeron G5905T @ 3.30GHz
Intel Celeron G5920 @ 3.50GHz;2;2577;2123;58;FCLGA1200;Desktop;Intel Celeron G5920 @ 3.50GHz
Intel Celeron G5925 @ 3.60GHz;2;2808;2235;58;FCLGA1200;Desktop;Intel Celeron G5925 @ 3.60GHz
Intel Celeron G6900;2;4470;2675;46;LGA1700,BGA1700;Desktop;Intel Celeron G6900
Intel Celeron G6900E;2;4272;2467;46;FCLGA1700;Mobile/Embedded;Intel Celeron G6900E
Intel Celeron G6900T;2;3668;2280;35;FCLGA1700;Desktop;Intel Celeron G6900T
Intel Celeron G6900TE;2;2782;1610;35;FCLGA1700;Mobile/Embedded;Intel Celeron G6900TE
Intel Celeron J1750 @ 2.41GHz;2;538;642;10;FCBGA1170;Desktop;Intel Celeron J1750 @ 2.41GHz
Intel Celeron J1800 @ 2.41GHz;2;574;658;10;FCBGA1170;Desktop;Intel Celeron J1800 @ 2.41GHz
Intel Celeron J1850 @ 1.99GHz;4;942;455;10;FCBGA1170;Desktop;Intel Celeron J1850 @ 1.99GHz
Intel Celeron J1900 @ 1.99GHz;4;1151;654;10;FCBGA1170;Desktop;Intel Celeron J1900 @ 1.99GHz
Intel Celeron J3060 @ 1.60GHz;2;680;636;6;BGA1170;Desktop;Intel Celeron J3060 @ 1.60GHz
Intel Celeron J3160 @ 1.60GHz;4;1262;600;6;BGA1170;Desktop;Intel Celeron J3160 @ 1.60GHz
Intel Celeron J3355 @ 2.00GHz;2;1203;831;10;FCBGA1296;Desktop, Laptop;Intel Celeron J3355 @ 2.00GHz
Intel Celeron J3455 @ 1.50GHz;4;2246;813;10;FCBGA1296;Desktop;Intel Celeron J3455 @ 1.50GHz
Intel Celeron J3455E @ 1.50GHz;4;2193;846;10;FCBGA1296;Desktop;Intel Celeron J3455E @ 1.50GHz
Intel Celeron J4005 @ 2.00GHz;2;1543;1090;10;FCBGA1090;Desktop;Intel Celeron J4005 @ 2.00GHz
Intel Celeron J4025 @ 2.00GHz;2;1455;1120;10;FCBGA1090;Desktop;Intel Celeron J4025 @ 2.00GHz
Intel Celeron J4105 @ 1.50GHz;4;2822;1064;10;FCBGA1090;Desktop;Intel Celeron J4105 @ 1.50GHz
Intel Celeron J4115 @ 1.80GHz;4;2688;1066;NA;Unknown;Desktop;Intel Celeron J4115 @ 1.80GHz
Intel Celeron J4125 @ 2.00GHz;4;2936;1153;10;FCBGA1090;Desktop;Intel Celeron J4125 @ 2.00GHz
Intel Celeron J6412 @ 2.00GHz;4;3844;1375;10;FCBGA1493;Mobile/Embedded;Intel Celeron J6412 @ 2.00GHz
Intel Celeron J6413 @ 1.80GHz;4;4164;1469;10;FCBGA1296;Mobile/Embedded;Intel Celeron J6413 @ 1.80GHz
Intel Celeron M 1.00GHz;1;149;197;NA;Unknown;Laptop;Intel Celeron M 1.00GHz
Intel Celeron M 1.30GHz;1;205;284;NA;Unknown;Laptop;Intel Celeron M 1.30GHz
Intel Celeron M 1.50GHz;1;192;374;21;PPGA478, H-PBGA4;Laptop;Intel Celeron M 1.50GHz
Intel Celeron M 1.60GHz;1;190;433;NA;Unknown;Laptop;Intel Celeron M 1.60GHz
Intel Celeron M 1.70GHz;1;252;370;NA;Unknown;Laptop;Intel Celeron M 1.70GHz
Intel Celeron M 1300MHz;1;197;274;NA;Unknown;Laptop;Intel Celeron M 1300MHz
Intel Celeron M 1500MHz;1;217;297;NA;Unknown;Laptop;Intel Celeron M 1500MHz
Intel Celeron M 360 1.40GHz;1;221;305;21;H-PBGA479, PPGA4;Laptop;Intel Celeron M 360 1.40GHz
Intel Celeron M 410 @ 1.46GHz;1;123;301;27;PPGA478;Laptop;Intel Celeron M 410 @ 1.46GHz
Intel Celeron M 420 @ 1.60GHz;1;139;391;27;PPGA478;Laptop;Intel Celeron M 420 @ 1.60GHz
Intel Celeron M 430 @ 1.73GHz;1;169;466;27;PPGA478;Laptop;Intel Celeron M 430 @ 1.73GHz
Intel Celeron M 440 @ 1.86GHz;1;169;485;27;PBGA479, PPGA478;Laptop;Intel Celeron M 440 @ 1.86GHz
Intel Celeron M 443 @ 1.20GHz;1;125;288;5.5;PBGA479;Laptop;Intel Celeron M 443 @ 1.20GHz
Intel Celeron M 450 @ 2.00GHz;1;230;598;27;PPGA478;Laptop;Intel Celeron M 450 @ 2.00GHz
Intel Celeron M 520 @ 1.60GHz;1;239;505;30;PPGA478;Laptop;Intel Celeron M 520 @ 1.60GHz
Intel Celeron M 530 @ 1.73GHz;1;320;572;30;PBGA479, PPGA478;Laptop;Intel Celeron M 530 @ 1.73GHz
Intel Celeron M 723 @ 1.20GHz;1;267;507;10;BGA956;Laptop;Intel Celeron M 723 @ 1.20GHz
Intel Celeron M 900MHz;1;123;155;NA;Unknown;Laptop;Intel Celeron M 900MHz
Intel Celeron N2805 @ 1.46GHz;2;335;394;4.3;FCBGA1170;Laptop;Intel Celeron N2805 @ 1.46GHz
Intel Celeron N2806 @ 1.60GHz;2;486;536;4.5;FCBGA1170;Laptop;Intel Celeron N2806 @ 1.60GHz
Intel Celeron N2807 @ 1.58GHz;2;492;569;4.3;FCBGA1170;Laptop;Intel Celeron N2807 @ 1.58GHz
Intel Celeron N2808 @ 1.58GHz;2;499;581;4.5;FCBGA1170;Laptop;Intel Celeron N2808 @ 1.58GHz
Intel Celeron N2810 @ 2.00GHz;2;396;496;7.5;FCBGA1170;Laptop;Intel Celeron N2810 @ 2.00GHz
Intel Celeron N2815 @ 1.86GHz;2;495;561;7.5;FCBGA1170;Laptop;Intel Celeron N2815 @ 1.86GHz
Intel Celeron N2820 @ 2.13GHz;2;503;602;7.5;FCBGA1170;Laptop;Intel Celeron N2820 @ 2.13GHz
Intel Celeron N2830 @ 2.16GHz;2;547;624;7.5;FCBGA1170;Laptop;Intel Celeron N2830 @ 2.16GHz
Intel Celeron N2840 @ 2.16GHz;2;582;669;7;FCBGA1170;Laptop;Intel Celeron N2840 @ 2.16GHz
Intel Celeron N2910 @ 1.60GHz;4;788;443;7.5;FCBGA1170;Laptop;Intel Celeron N2910 @ 1.60GHz
Intel Celeron N2920 @ 1.86GHz;4;952;551;7.5;FCBGA1170;Laptop;Intel Celeron N2920 @ 1.86GHz
Intel Celeron N2930 @ 1.83GHz;4;1032;586;7.5;FCBGA1170;Laptop;Intel Celeron N2930 @ 1.83GHz
Intel Celeron N2940 @ 1.83GHz;4;1054;606;7.5;FCBGA1170;Laptop;Intel Celeron N2940 @ 1.83GHz
Intel Celeron N3000 @ 1.04GHz;2;646;574;4;FCBGA1170;Laptop;Intel Celeron N3000 @ 1.04GHz
Intel Celeron N3010 @ 1.04GHz;2;611;591;4;FCBGA1170;Laptop;Intel Celeron N3010 @ 1.04GHz
Intel Celeron N3050 @ 1.60GHz;2;593;556;6;FCBGA1170;Laptop;Intel Celeron N3050 @ 1.60GHz
Intel Celeron N3060 @ 1.60GHz;2;655;627;6;Unknown;Laptop;Intel Celeron N3060 @ 1.60GHz
Intel Celeron N3150 @ 1.60GHz;4;1175;564;6;FCBGA1170;Laptop;Intel Celeron N3150 @ 1.60GHz
Intel Celeron N3160 @ 1.60GHz;4;1201;570;6;FCBGA1170;Laptop;Intel Celeron N3160 @ 1.60GHz
Intel Celeron N3350 @ 1.10GHz;2;1112;801;6;FCBGA1296;Laptop, Mobile/Embedded;Intel Celeron N3350 @ 1.10GHz
Intel Celeron N3450 @ 1.10GHz;4;1985;764;6;FCBGA1296;Laptop;Intel Celeron N3450 @ 1.10GHz
Intel Celeron N4000 @ 1.10GHz;2;1433;1037;6;FCBGA1090;Laptop;Intel Celeron N4000 @ 1.10GHz
Intel Celeron N4000C @ 1.10GHz;2;1430;1020;6;FCBGA1090;Laptop;Intel Celeron N4000C @ 1.10GHz
Intel Celeron N4020 @ 1.10GHz;2;1536;1131;6;FCBGA1090;Laptop;Intel Celeron N4020 @ 1.10GHz
Intel Celeron N4020C @ 1.10GHz;2;1537;1122;6;FCBGA1090;Laptop, Mobile/Embedded;Intel Celeron N4020C @ 1.10GHz
Intel Celeron N4100 @ 1.10GHz;4;2453;1000;6;FCBGA1090;Laptop;Intel Celeron N4100 @ 1.10GHz
Intel Celeron N4120 @ 1.10GHz;4;2466;1071;6;FCBGA1090;Laptop;Intel Celeron N4120 @ 1.10GHz
Intel Celeron N4500 @ 1.10GHz;2;1820;1291;6;FCBGA1338;Mobile/Embedded;Intel Celeron N4500 @ 1.10GHz
Intel Celeron N4505 @ 2.00GHz;2;2037;1424;10;FCBGA1338;Mobile/Embedded;Intel Celeron N4505 @ 2.00GHz
Intel Celeron N5095 @ 2.00GHz;4;4008;1492;15;FCBGA1338;Desktop;Intel Celeron N5095 @ 2.00GHz
Intel Celeron N5095A @ 2.00GHz;4;4052;1502;15;FCBGA1338;Desktop;Intel Celeron N5095A @ 2.00GHz
Intel Celeron N5100 @ 1.10GHz;4;3295;1367;6;FCBGA1338;Laptop;Intel Celeron N5100 @ 1.10GHz
Intel Celeron N5105 @ 2.00GHz;4;4004;1497;10;FCBGA1338;Mobile/Embedded;Intel Celeron N5105 @ 2.00GHz
Intel Celeron N6210 @ 1.20GHz;2;1944;1333;6.5;Unknown;Mobile/Embedded;Intel Celeron N6210 @ 1.20GHz
Intel Celeron N6211 @ 1.20GHz;2;2245;1586;6.5;FCBGA1493;Mobile/Embedded;Intel Celeron N6211 @ 1.20GHz
Intel Celeron P4500 @ 1.87GHz;2;848;747;35;PGA988A;Laptop;Intel Celeron P4500 @ 1.87GHz
Intel Celeron P4505 @ 1.87GHz;2;689;820;35;BGA1288;Laptop;Intel Celeron P4505 @ 1.87GHz
Intel Celeron P4600 @ 2.00GHz;2;877;801;35;PGA988A;Laptop;Intel Celeron P4600 @ 2.00GHz
Intel Celeron SU2300 @ 1.20GHz;2;462;500;10;BGA956;Laptop;Intel Celeron SU2300 @ 1.20GHz
Intel Celeron T1600 @ 1.66GHz;2;562;591;35;Unknown;Laptop;Intel Celeron T1600 @ 1.66GHz
Intel Celeron U1900 @ 1.99GHz;4;1028;527;NA;Unknown;Unknown;Intel Celeron U1900 @ 1.99GHz
Intel Celeron U3400 @ 1.07GHz;2;516;456;18;BGA1288;Laptop;Intel Celeron U3400 @ 1.07GHz
Intel Celeron U3600 @ 1.20GHz;2;539;519;18;BGA1288;Laptop;Intel Celeron U3600 @ 1.20GHz
Intel Core 3 100HL;8;17586;3735;45;FCLGA1700;Mobile/Embedded;Intel Core 3 100HL
Intel Core 3 100U;6;13430;3625;15;FCBGA1744;Laptop;Intel Core 3 100U
Intel Core 3 201E;4;14931;3596;60;FCLGA1700;Mobile/Embedded;Intel Core 3 201E
Intel Core 3 N350;8;7633;1954;7;FCBGA1264;Mobile/Embedded;Intel Core 3 N350
Intel Core 3 N355;8;10517;2200;15;FCBGA1264;Mobile/Embedded;Intel Core 3 N355
Intel Core 5 120U;10;16370;3669;15;FCBGA1744;Mobile/Embedded;Intel Core 5 120U
Intel Core 5 120UL;10;10558;2080;15;FCLGA1700;Mobile/Embedded;Intel Core 5 120UL
Intel Core 5 210H;8;18658;3526;45;FCBGA1744;Laptop;Intel Core 5 210H
Intel Core 5 211EF;10;23988;3884;65;FCLGA1700;Mobile/Embedded;Intel Core 5 211EF
Intel Core 5 220H;12;21695;3096;45;FCBGA1744;Laptop;Intel Core 5 220H
Intel Core 5 220U;10;14293;3256;NA;FCBGA1744;Laptop;Intel Core 5 220U
Intel Core 5 221E;14;32646;4072;65;FCLGA1700;Mobile/Embedded;Intel Core 5 221E
Intel Core 7 150U;10;14996;3539;15;FCBGA1744;Laptop;Intel Core 7 150U
Intel Core 7 160UL;10;11043;3391;15;FCLGA1700;Mobile/Embedded;Intel Core 7 160UL
Intel Core 7 240H;10;24474;3833;45;FCBGA1744;Mobile/Embedded;Intel Core 7 240H
Intel Core 7 250H;14;25655;4114;45;FCBGA1744;Laptop;Intel Core 7 250H
Intel Core 7 250U;10;15093;3534;15;Unknown;Laptop;Intel Core 7 250U
Intel Core 7 251TE;24;30020;3785;45;FCLGA1700;Mobile/Embedded;Intel Core 7 251TE
Intel Core 860 @ 2.80GHz;4;2754;1142;NA;Unknown;Unknown;Intel Core 860 @ 2.80GHz
Intel Core 9 270H;14;29710;4317;45;FCBGA1744;Laptop;Intel Core 9 270H
Intel Core Duo L2300 @ 1.50GHz;2;387;442;15;BGA479;Desktop;Intel Core Duo L2300 @ 1.50GHz
Intel Core Duo L2400 @ 1.66GHz;2;348;501;15;BGA479;Laptop;Intel Core Duo L2400 @ 1.66GHz
Intel Core Duo L2500 @ 1.83GHz;2;404;578;15;BGA479;Laptop;Intel Core Duo L2500 @ 1.83GHz
Intel Core Duo T2050 @ 1.60GHz;2;333;498;31;PGA478;Desktop;Intel Core Duo T2050 @ 1.60GHz
Intel Core Duo T2250 @ 1.73GHz;2;350;530;31;PGA478;Laptop;Intel Core Duo T2250 @ 1.73GHz
Intel Core Duo T2300 @ 1.66GHz;2;325;509;31;BGA479;Laptop;Intel Core Duo T2300 @ 1.66GHz
Intel Core Duo T2350 @ 1.86GHz;2;385;576;31;PGA478;Laptop;Intel Core Duo T2350 @ 1.86GHz
Intel Core Duo T2400 @ 1.83GHz;2;365;530;31;BGA479;Laptop;Intel Core Duo T2400 @ 1.83GHz
Intel Core Duo T2450 @ 2.00GHz;2;411;608;31;PGA478;Laptop;Intel Core Duo T2450 @ 2.00GHz
Intel Core Duo T2500 @ 2.00GHz;2;408;613;31;BGA479;Laptop;Intel Core Duo T2500 @ 2.00GHz
Intel Core Duo T2600 @ 2.16GHz;2;460;667;31;BGA479;Laptop;Intel Core Duo T2600 @ 2.16GHz
Intel Core Duo T2700 @ 2.33GHz;2;498;652;31;BGA479;Laptop;Intel Core Duo T2700 @ 2.33GHz
Intel Core Duo U2400 @ 1.06GHz;2;255;342;9;BGA479;Laptop;Intel Core Duo U2400 @ 1.06GHz
Intel Core Duo U2500 @ 1.20GHz;2;223;361;9;BGA479;Laptop;Intel Core Duo U2500 @ 1.20GHz
Intel Core i3-1000NG4 @ 1.10GHz;2;3526;1747;9;BGA1526;Laptop;Intel Core i3-1000NG4 @ 1.10GHz
Intel Core i3-1005G1 @ 1.20GHz;2;4834;2154;15;FCBGA1526;Laptop;Intel Core i3-1005G1 @ 1.20GHz
Intel Core i3-10100 @ 3.60GHz;4;8533;2596;65;FCLGA1200;Desktop;Intel Core i3-10100 @ 3.60GHz
Intel Core i3-10100E @ 3.20GHz;4;7884;2271;65;FCLGA1200;Desktop, Mobile/Embedded;Intel Core i3-10100E @ 3.20GHz
Intel Core i3-10100F @ 3.60GHz;4;8709;2582;65;FCLGA1200;Desktop;Intel Core i3-10100F @ 3.60GHz
Intel Core i3-10100T @ 3.00GHz;4;7281;2253;35;FCLGA1200;Laptop;Intel Core i3-10100T @ 3.00GHz
Intel Core i3-10100TE @ 2.30GHz;4;6371;1820;35;LGA 1200;Mobile/Embedded;Intel Core i3-10100TE @ 2.30GHz
Intel Core i3-10100Y @ 1.30GHz;2;2876;1625;5;BGA 1528;Mobile/Embedded;Intel Core i3-10100Y @ 1.30GHz
Intel Core i3-10105 @ 3.70GHz;4;8240;2594;65;FCLGA1200;Desktop;Intel Core i3-10105 @ 3.70GHz
Intel Core i3-10105F @ 3.70GHz;4;8909;2647;65;FCLGA1200;Desktop;Intel Core i3-10105F @ 3.70GHz
Intel Core i3-10105T @ 3.00GHz;4;7815;2355;35;FCLGA1200;Desktop;Intel Core i3-10105T @ 3.00GHz
